rank,protein_hash,protein_name,protein_accession,protein_length_aa,complex_count,source_count,NPInter 主表,NPInter binding-site,NPInter miRNA,RCSB PDB
706,c80d1f81dd6e1e0e7338d60ed86de3f968018b9af4774e2b3155b08eb10fc8c1,1J2B_chain_C,1J2B:C,582,1,1,0,0,0,1
707,4f6c89448ef25d166df7e71afc732afe02c5ec840de7302719af839adec0e5e0,1K1G_chain_B,1K1G:B,131,1,1,0,0,0,1
708,7101946d2058e1d03a09126f0610fc1f16b0d94c9f51256c470455a1366cd7e9,1K8W_chain_B,1K8W:B,327,1,1,0,0,0,1
709,5fbade15342542505b22368c7ab07cb5f747566a39821e4579dced83647ba867,1KOG_chain_I,1KOG:I,401,1,1,0,0,0,1
710,82f97336c42ef3ccc278a4c10b8ecae9fcd9dc7fd818557ac9b7ff48f1c4d82f,1L1C_chain_B,1L1C:B,55,1,1,0,0,0,1
711,80fa01c3fd7bde574b9bca405e4bc692176f2e56271f2bdd4eed1d94b44c3494,1L9A_chain_B,1L9A:B,87,1,1,0,0,0,1
712,2e23dd459851abe80d9de72af8a0ff6726b3b098f88ea4a1a927321ded289b83,1M8W_chain_E,1M8W:E,349,1,1,0,0,0,1
713,2694016f69f0ad3cfb635c8ab4a847d55521747ee202d63908e4368946067ff7,1MFQ_chain_B,1MFQ:B,108,1,1,0,0,0,1
714,109113b433b60447613a96ebcc49a86ae04a1a473be709060533beed370434fe,1MFQ_chain_C,1MFQ:C,129,1,1,0,0,0,1
715,e535f51abe11fc838043c28ea03d741e39833ba3bf039b36e871b2c1b617293b,1N35_chain_C,1N35:C,1267,1,1,0,0,0,1
716,6adfef6a0104a2f4b1373c959c38c7dfd81312726abc2786218b7e600abf74af,1N77_chain_C,1N77:C,468,1,1,0,0,0,1
717,8e6aba94bc4bc19b1884cc39541865ad4acdea2a0b562962a77a643f6c4159f3,1O0B_chain_B,1O0B:B,554,1,1,0,0,0,1
718,b98d4f7f5ae810703a96c749c7699799cbfc1f5db8fc35240881fa36d62604cd,1OB2_chain_A,1OB2:A,393,1,1,0,0,0,1
719,c3399d7edf60dd02c3bd9c6c12b0922ea4b31c41dc4e14a3dcfd507afdda6a46,1OOA_chain_C,1OOA:C,326,1,1,0,0,0,1
720,9955427e53ea9a74f4d7c58c0bd031ca27e61e13766fd4331ec3be1bcb1caa62,1P6V_chain_C,1P6V:C,156,1,1,0,0,0,1
721,21e3829be6f7cf88bbee47b3b64f492be010b7345e877b8cd42afdb1e8bb8cdf,1QF6_chain_B,1QF6:B,642,1,1,0,0,0,1
722,ec23ced3781d0228af54132e54d6e592c66f739b207b3cd64c1a32c069579a98,1QRS_chain_B,1QRS:B,553,1,1,0,0,0,1
723,dfd2b38e38eb3d3ee193b6414998eb9a5b772cec9acb363399c4fad7dc74739a,1QRT_chain_B,1QRT:B,553,1,1,0,0,0,1
724,f26e8c2b75987f39e3855113c6dc339d30a6aab651dc7063c1b58b0bca7677da,1QRU_chain_B,1QRU:B,553,1,1,0,0,0,1
725,618fb875fc798792886d502e358a0c2fee7eb35013a7927b294a80086a3f65da,1QZW_chain_E,1QZW:E,440,1,1,0,0,0,1
726,89d96b80d248ad151d579596ec7c33f4941ce3916180ea0e96b0d4874d768111,1R3E_chain_D,1R3E:D,309,1,1,0,0,0,1
727,afa6d7e842340465aca8754d443effc269f4c8bd7598f90994208be2edbe68c1,1R9F_chain_C,1R9F:C,144,1,1,0,0,0,1
728,cb491d1115b3ba9f6a78b7b5d2981a585ad83b99c4a207299b2163ecfb8ea6ac,1RC7_chain_E,1RC7:E,220,1,1,0,0,0,1
729,df838a0d842e57595e212a968b5910036259548731632d22ba451487f8c796e6,1RLG_chain_C,1RLG:C,119,1,1,0,0,0,1
730,40e4a65924a1b83a05bab80b0f550f802600288278bacdea77e03dc277b230b2,1SER_chain_B,1SER:B,421,1,1,0,0,0,1
731,b36ef5c41506490fcbe374a0ca567f22758367343a61d59a8b1456203d8bc1b1,1T0K_chain_D,1T0K:D,105,1,1,0,0,0,1
732,dc4d113d8a445cea4e1d6de240252e40a916ddfdbb2a0fab35e69bec999fed37,1U0B_chain_B,1U0B:B,461,1,1,0,0,0,1
733,15e6b622f37f163a2c00c52991ede21992d0fcbdc9397b2af8f97fd2742332a8,1VFG_chain_C,1VFG:C,390,1,1,0,0,0,1
734,b3fdb466152219e29a26aa78ce14a6ac1d93676d5dc44efc9ede0cdda882f978,1WMQ_chain_C,1WMQ:C,147,1,1,0,0,0,1
735,08e7862e48d4320f3e1ec9fae90778692b3e5bc9323b4bacf9cf6eea6593ed42,1WSU_chain_D,1WSU:D,124,1,1,0,0,0,1
736,7ad33e8d66c5c6458788e90ea1a5c0b2d73154294340653a4b3d6817b1d02ceb,1WZ2_chain_C,1WZ2:C,967,1,1,0,0,0,1
737,42d498288ade9381d76914f7bfe0906646b3743b1efe09641895917b0d320e92,1YVP_chain_G,1YVP:G,538,1,1,0,0,0,1
738,50c264d5ce98735d461dd79e627dd978bd280e5608b7d978e9f4ce1e29a88466,1YYO_chain_E,1YYO:E,221,1,1,0,0,0,1
739,cbf5fcfade0ebc63ef2aad50bffee4782545f03e5b12bfcbc63560012b7699b2,1YZ9_chain_E,1YZ9:E,221,1,1,0,0,0,1
740,8112ca2e76f6f90ba700d4b469403ca224e8705ba5573e3bc204179705ca4c20,1ZBH_chain_C,1ZBH:C,299,1,1,0,0,0,1
741,179e42fb30da3f446edf34591a762f5b1167c3aeb314ea83dfd50879601b7bf6,1ZBL_chain_C,1ZBL:C,139,1,1,0,0,0,1
742,e41b1c2561f03d4c868e433072bb6a92ddd13d839de82c942d9bf166ca81415d,1ZE2_chain_C,1ZE2:C,309,1,1,0,0,0,1
743,31bffb97f66db51b66174e05abaa37ccfc721ffc97ea9d13a5d15a7c6b4db48a,1ZL3_chain_B,1ZL3:B,327,1,1,0,0,0,1
744,8bf8883b6e2c1ed4ac64bf34c6d018740009d92f3ae63e4bdb407abdbd87cb4b,1ZSE_chain_B,1ZSE:B,129,1,1,0,0,0,1
745,f453071e4755c7e25c37b2e999b1b0a19fcdfe6344a2fa9c78f81575b310b23e,21CQ_chain_B,21CQ:B,1909,1,1,0,0,0,1
746,ff0bcbe37b77f5fae1caa50c79fe0cf3d3cebd98e4aa653dee49ec824adff26e,21KL_chain_A,21KL:A,354,1,1,0,0,0,1
747,839ecba2ce9d21862831550a9fae643ec294d187df24b0b9191396a4734632dd,24ND_chain_B,24ND:B,540,1,1,0,0,0,1
748,d6dda53529eee391e63cd65c76652ef3d6c67f9eb6c10b3bdda4a50c998f5adc,2AB4_chain_B,2AB4:B,309,1,1,0,0,0,1
749,b6602a42a84e759816458d9299cc9c300849f88297f521e2b3d4cd2853aaf2ce,2AKE_chain_B,2AKE:B,384,1,1,0,0,0,1
750,5ab5591ff2e10af133c2cf598f6ce17e0f64e17bd069047d6e3b2d2b5eda7e1b,2ANN_chain_B,2ANN:B,178,1,1,0,0,0,1
751,e4fd82cbfc07b1d19c7990477688abd3049d31045a0d483f002082bbe9a9d477,2ANR_chain_B,2ANR:B,182,1,1,0,0,0,1
752,e897f49d690e1a1c9f96ec484dc51d203f8d878b1682609ffb1f9517bef9b0b1,2AZ0_chain_C,2AZ0:C,73,1,1,0,0,0,1
753,305ea063a0be2a416ae5e189f08886d3ffb1c35ec5e1efcc461e545e5fd27a78,2AZX_chain_C,2AZX:C,503,1,1,0,0,0,1
754,e805c3d50e50f5ba9b2afc3888afa29c9bf27a52625cb4080e4fa403e3b74f58,2B2D_chain_C,2B2D:C,129,1,1,0,0,0,1
755,d5720f891e7c91b2c7a43b1a773a9075a5bf6fd5214a23f6127e08e8bc5ef039,2B3J_chain_E,2B3J:E,159,1,1,0,0,0,1
756,f8207be829ceb435aff1da4365e9dd88db136048786861e4061cb945d77d1dc7,2B6G_chain_B,2B6G:B,119,1,1,0,0,0,1
757,0b6857af14e7dbb145372f9601ac4cd8432743a7fab9aa0b95f377685d47bd50,2CJK_chain_A,2CJK:A,167,1,1,0,0,0,1
758,c78125849384f43ee96d0b4c550e25c61925ec1b961b3abb1a052661f2050790,2CSX_chain_C,2CSX:C,497,1,1,0,0,0,1
759,b8623b1b95986da65c69374ccd7772673cbf2030026d8dc899bc4583b18f1050,2CZJ_chain_A,2CZJ:A,123,1,1,0,0,0,1
760,35ae9e3e9bc281f3dc7aa83a985220b616bf0646f556bc714d173352398e4aef,2D6F_chain_E,2D6F:E,619,1,1,0,0,0,1
761,4d0c11d6295e2b816244df27355ffbba6011a127d97a146c8f94719435e1a31c,2DB3_chain_E,2DB3:E,434,1,1,0,0,0,1
762,274e65b9e1c495ae951876a93902e887292daf7a425caa019892666421c8b521,2DER_chain_C,2DER:C,380,1,1,0,0,0,1
763,96fcf1d18f75dec6f50e99193091822ee20c33967c680c5be1ad356d11c8a536,2DLC_chain_B,2DLC:B,394,1,1,0,0,0,1
764,2bda79eec8258a412ca7d50161f3ff987921ec07e27f8ed16974e27655d9d495,2DU3_chain_B,2DU3:B,534,1,1,0,0,0,1
765,d3bbad1c3a1c3545718b02f59d540326badfc58d0ec94172dca630742e7955cf,2DU5_chain_B,2DU5:B,534,1,1,0,0,0,1
766,b07e1a6373d5eeacb936c589b98e19e2d5654f68f61657243254c8e2189a4a0a,2ESE_chain_B,2ESE:B,101,1,1,0,0,0,1
767,4ef5e96586ea443f23e0a71a7882160a93ca0e70fa89c86e8ecc38e7ec1d6178,2EZ6_chain_C,2EZ6:C,221,1,1,0,0,0,1
768,c5a2a79e3b44ecc09810f93069ab31c55c49ed814e2011d31057104d7c617fbd,2F8K_chain_B,2F8K:B,88,1,1,0,0,0,1
769,6dd66fe67c1af2317ab18a021d0c8611949dea7d1767901ec9cdf5fbcac85f7d,2FK6_chain_B,2FK6:B,320,1,1,0,0,0,1
770,572c31f5f6660f25a428c26319a4a972b6e3b4da17177381125d5f2edcdd13df,2FY1_chain_B,2FY1:B,116,1,1,0,0,0,1
771,c85286bc44faa076c45f577267ca2966b4dd581c4e53481d9870e44180fddc58,2GJE_chain_C,2GJE:C,201,1,1,0,0,0,1
772,011b4284cf63f31572c3d4a7d7cf25cf920c0253979a2d4d39c9ac240f846a83,2GJE_chain_D,2GJE:D,193,1,1,0,0,0,1
773,09cd31854578a2d080f26f260e70c2b7acc4f41c4f744d524a2aa7dae00223be,2GJW_chain_G,2GJW:G,313,1,1,0,0,0,1
774,eda5a8568d982c59a74a224d4322678b0f2995a23e4be08cf8ffe245e077315c,2GTT_chain_A,2GTT:A,450,1,1,0,0,0,1
775,1d734b0344f8031d0c277624fdebecd6907a12f52dcd9bf0d41d88d1c9a62820,2HVY_chain_D,2HVY:D,60,1,1,0,0,0,1
776,c164a4cbcef9953dedc9d9018557d9572a9e33aa5e77d981f2be62f9a7f98018,2HVY_chain_E,2HVY:E,130,1,1,0,0,0,1
777,967a9f7828cef1009058703e7c90f867c1de39a145573d295aa79132d68915e1,2I82_chain_E,2I82:E,233,1,1,0,0,0,1
778,b9c0a92f10c9407185cc4de924e9d93ca53fda14cf4b1adc589a125ae2aed7b1,2IHX_chain_B,2IHX:B,61,1,1,0,0,0,1
779,4823e2e6c4585e19ee518cc2705d87b725f56ed7338bcd72ee5d2099562389a6,2IX1_chain_A,2IX1:A,664,1,1,0,0,0,1
780,ace16eb218754f6c14fa77b73d3e2a4425026bed59524565331327bc8f8a744c,2IY5_chain_B,2IY5:B,785,1,1,0,0,0,1
781,62978b4fdf1e236be3a80ef09adda98083a926f3a74c7afc7709fb56672e9b97,2IZ8_chain_C,2IZ8:C,129,1,1,0,0,0,1
782,692cc3e52e0504bd054cd95106f1b9fdafde7b922094a1195c42ecad74f4c232,2J0Q_chain_A,2J0Q:A,410,1,1,0,0,0,1
783,bf5660d411d27b6315cb488ce98104e591807d448fd99fc944e2c773e8f758e6,2J0Q_chain_J,2J0Q:J,150,1,1,0,0,0,1
784,9ce5c69cd23e2804ef8d965bf775e1b7eb08d32a51f2073125e44c1baae61f25,2JEA_chain_A,2JEA:A,277,1,1,0,0,0,1
785,20d2705e5f6b449d9b0e707f33b7284f211b86617f57a093ff9d1e20b3d929a0,2JEA_chain_B,2JEA:B,250,1,1,0,0,0,1
786,0385400349f3d6067e549501e16dd86092049e46a3efac679765cdf2737922c8,2JLY_chain_A,2JLY:A,451,1,1,0,0,0,1
787,74d18670b6c216597ee6512828d99c3c5a5269ad9b646a383440609096728f6b,2KM8_chain_B,2KM8:B,84,1,1,0,0,0,1
788,1dd79587826b48437695e9fa6c6f14e1d88cd81970d9ff6b8fe4a3a194c19bbc,2L2K_chain_A,2L2K:A,71,1,1,0,0,0,1
789,5ae4be678ba74afa8d7c1a36f98875a5a5f7cbd4a0ccc1424ead8b5ef0727bc6,2L3C_chain_A,2L3C:A,74,1,1,0,0,0,1
790,2fbe03c2c97d574487cd3cbccbb1250492a91f835d625c598364dac3e630370b,2L3J_chain_A,2L3J:A,236,1,1,0,0,0,1
791,659d4ff86dc80ec2928786ae1b7cd0fbf211f790411b5aa2c37af94175fc673d,2MGZ_chain_A,2MGZ:A,94,1,1,0,0,0,1
792,9fe4784b019226c5f32107dc0db7e25e957f22e9fd9769aca4a18c90c0b1c605,2MGZ_chain_B,2MGZ:B,105,1,1,0,0,0,1
793,2b867289eb444938d1e2d99f2b18cec89fa5cfeffaf237dd481c63a3b24d888c,2MJH_chain_A,2MJH:A,142,1,1,0,0,0,1
794,52bd24d399771d2ea907e9927156fa462142e00d038590a184abd2cfbc57e5d1,2MKN_chain_A,2MKN:A,60,1,1,0,0,0,1
795,b4c9038ce3a13d930db0cda94a3f74f609b185f93ad7ab7e0f57bd1396406e7d,2N82_chain_B,2N82:B,104,1,1,0,0,0,1
796,91a24974b7d02d69369cb016d729799e58dd5d10b1ba462dd90bcc805a928811,2NZ4_chain_I,2NZ4:I,94,1,1,0,0,0,1
797,d1f511c9734a66c91cfe80ebd4d8f6151a823798362bb9bca6f428bbc3174e0d,2OTJ_chain_F,2OTJ:F,177,1,1,0,0,0,1
798,4a77b1dbf5ea46cdc53a99480d1810dd3a7f3a475b5d2c62b80eaed98e9a781a,2OTJ_chain_J,2OTJ:J,171,1,1,0,0,0,1
799,395066c734d197dce7963571e280cd0d46bbe0e2783f12232351cd008bef36de,2OTJ_chain_O,2OTJ:O,187,1,1,0,0,0,1
800,350d8f26a4d04f353d589b47933b3e5b52e32cbd905829f45a0aa40db6c016a6,2OTJ_chain_R,2OTJ:R,96,1,1,0,0,0,1
801,10f9806775ba8d6c046814b5890af6d74286563598dbe0ba0ce17cc9c4897b5d,2OTJ_chain_X,2OTJ:X,154,1,1,0,0,0,1
802,30a41abdc241bf642d705425597989f10f67b56f34e3a15bed7290a9b4ff44ea,2OZB_chain_D,2OZB:D,260,1,1,0,0,0,1
803,a8c6def4f0bd3cd11bff1f259ddbd58eb6b46f9488bdcb23ea4a60d59a42ef0f,2PJP_chain_B,2PJP:B,121,1,1,0,0,0,1
804,56034cf295e77221cfef75f45255b9459d60c7e77b7e10284d9241797b937c56,2PLY_chain_C,2PLY:C,258,1,1,0,0,0,1
805,43470376fccba9146047009b210ec919a139137427be285023fe84c1305a9caf,2PO1_chain_B,2PO1:B,249,1,1,0,0,0,1
806,66471a33cf4eb189810300cf9b98386df65446c1b6c93660ea3798ba9970f4fb,2PO1_chain_C,2PO1:C,277,1,1,0,0,0,1
807,62fa9ff0e09a975f49ff660c4e29530af2f8a1d2874248c5cb315473e2676e4a,2PY9_chain_D,2PY9:D,79,1,1,0,0,0,1
808,d5821268fdc504e9080fe7de4c3e45db13f6524d68e8c238010e910eb6902a2e,2QKB_chain_C,2QKB:C,162,1,1,0,0,0,1
809,8645e9c0ce41007b0287624c9909dd74709b40c749b33fdd4fecca7d188579de,2QUX_chain_G,2QUX:G,125,1,1,0,0,0,1
810,0635a74c9575a68b2003aa10cf4a5b9f84d8827a8734cb6556f8da2cb376ddff,2R8S_chain_B,2R8S:B,214,1,1,0,0,0,1
811,571fd0cd6163fbdeb3ff3623fd40796215333445e99f1047fa15423dba4da323,2R8S_chain_C,2R8S:C,224,1,1,0,0,0,1
812,088d1f0a7310e4f0d1e8d250083b569b6c62ddf437355927008e9a9b90471b9b,2RD2_chain_B,2RD2:B,556,1,1,0,0,0,1
813,e2ab6868b626195bbe1679ead9b0263c8ba212ec7cf5ad86fa79179d052635de,2RFK_chain_D,2RFK:D,334,1,1,0,0,0,1
814,3aea9b7b911f1b92ed24f29543e43538befcaa1b76ef1de0b6191c3c03fdf89a,2RKJ_chain_I,2RKJ:I,392,1,1,0,0,0,1
815,6bb9558f00b89128ebb52004134ffc73050ff17686df39b67e688ec8d76500d1,2UWM_chain_A,2UWM:A,258,1,1,0,0,0,1
816,3f1278c8740651d2759f2638d3301c245c5e5f6e0bb094a01d33641a2488b5df,2V3C_chain_C,2V3C:C,432,1,1,0,0,0,1
817,7d9d24f7dd0f28baf86dcc6ed9bdef0119f60e229b4a16b4681e7146911811a7,2VNU_chain_B,2VNU:B,800,1,1,0,0,0,1
818,ffd8c6a3bdf2cf1970eedd99ba0458cc8539377fd8c5592e882775ae579ea3ff,2VPL_chain_A,2VPL:A,137,1,1,0,0,0,1
819,71634f64ef6f8e45140055e55b6d6cfe3e7098733189253590a3c74dc26f419d,2W2H_chain_A,2W2H:A,264,1,1,0,0,0,1
820,1d8c1f413d44731d0f1f98c904b43ded1b7915ffc5e22d00bcdf61e1ecaca966,2X7N_chain_B,2X7N:B,224,1,1,0,0,0,1
821,319b00a9a0b38fdcd62fe85a55e83d54c49e2a2ab53a9f20378a59253d14b6bf,2X7N_chain_C,2X7N:C,132,1,1,0,0,0,1
822,e87f0ac626cc5e5eff958cf8fdcec8917014ddcdcef8c53708371c7e7a020bbb,2XD0_chain_K,2XD0:K,171,1,1,0,0,0,1
823,dd71ea2fa287091721ca97358ff1d90dc7a5cfefe832ca7427e86dc9d4e408ce,2XDD_chain_A,2XDD:A,181,1,1,0,0,0,1
824,6d01d551a2656397dec5755748e3d3230746029a7e1f4162c005f9f03383b28c,2XKV_chain_C,2XKV:C,69,1,1,0,0,0,1
825,9016c59cd5d51853044b50d7ae35533227272f839a043731fc1a902e00973a6f,2XKV_chain_D,2XKV:D,303,1,1,0,0,0,1
826,f8d90217e123256daef5b8d0e6ae2167d602866e61897dacd63874df553e4479,2XLI_chain_A,2XLI:A,191,1,1,0,0,0,1
827,b709473d997c42c31e73a78757275c673d368495b07c54757d52c0e39be0043e,2XLJ_chain_A,2XLJ:A,191,1,1,0,0,0,1
828,674ad44a718ae99182dbf619d0a895cb0db03a619561fe173c4415a9a09e6002,2XNR_chain_A,2XNR:A,97,1,1,0,0,0,1
829,241c63ca8bc152eebff501efc4e36047d7373c116754ac6cd19e71dcdb78902f,2XXA_chain_A,2XXA:A,433,1,1,0,0,0,1
830,de8d447cca247772d10df2c50a00dec80edfc10dc8e67ef95505b65fc951f21f,2XXA_chain_B,2XXA:B,302,1,1,0,0,0,1
831,8ea4be6483595a4f84832d879dbacb608df02ef015e21f88a95d747b00b4c417,2YHM_chain_A,2YHM:A,375,1,1,0,0,0,1
832,68dff7758d599ff8b522b19332cf4968cb85578518e5aa73a2c26a132fb1ac0d,2YJY_chain_B,2YJY:B,350,1,1,0,0,0,1
833,e09e6c8173dff5a3038ea044c64928f2bb9fcceb7c14701eeea42240edad3a8e,2YKG_chain_A,2YKG:A,696,1,1,0,0,0,1
834,38910a46a29a32677f3662fad63431faae61fb4f3ba364181e4a510aac06ac97,2ZH7_chain_B,2ZH7:B,436,1,1,0,0,0,1
835,5be4b8684dd0e3312d7a5fab518a851059fafb80cc32f4c376b9f8138a5f9d2d,2ZI0_chain_A,2ZI0:A,79,1,1,0,0,0,1
836,f25a2e1d0cd4209f36a7b870b03e3ab735815a651fec71c432ddc2720a87db22,2ZKO_chain_C,2ZKO:C,73,1,1,0,0,0,1
837,8639444efe3e64af32f3bcf8e2782e79967d286374ac396973c0156fb7c6d2f2,2ZNI_chain_A,2ZNI:A,308,1,1,0,0,0,1
838,cdff962744e4c860563c6e8d25c7ab2159859a955d792d9f28203c8af4c9836c,2ZUE_chain_A,2ZUE:A,629,1,1,0,0,0,1
839,6731b0aa1b417818289077a5ccef36eb3080a6cd299b59808d4eab2302892072,2ZZN_chain_A,2ZZN:A,336,1,1,0,0,0,1
840,a937507d2d8e4159a4bf97628308c3eaa0d633bd94866c4fff91e8b8b6a42e93,3A2K_chain_A,3A2K:A,464,1,1,0,0,0,1
841,d10a15cb235dc71cb9795a48507138b374a4a7884dc9f4a883057f0fd1d7f225,3ADC_chain_A,3ADC:A,269,1,1,0,0,0,1
842,918082465754009c317b176e157ca28d825e75f67b6f7ef3604f6517fd6c7ce0,3ADI_chain_A,3ADI:A,73,1,1,0,0,0,1
843,75aab1b8f2360c99dbfe166a32233d4141ac854d73c08eb3e40e5eaba9104a5d,3ADL_chain_A,3ADL:A,88,1,1,0,0,0,1
844,c0a9dafa69ac89cf7ffd51db5e601ca64fea89577fccb934565ff16b3a121a92,3AEV_chain_B,3AEV:B,219,1,1,0,0,0,1
845,1da823353daa477153dfc33f019f4fb3dc0dedd1f7d3649991e78117ec72b47f,3AGV_chain_A,3AGV:A,211,1,1,0,0,0,1
846,c0f0f6adf116758f1207ee112cb8feb38c3a3e478b42e2b22bd82c23c007b322,3AKZ_chain_A,3AKZ:A,487,1,1,0,0,0,1
847,aac1edf32fc12a3e883fc4a20e394c4f698790e70807be43515753e242915c77,3AL0_chain_B,3AL0:B,482,1,1,0,0,0,1
848,59f8457d90934e91700f706fee9b72cc7a17f2cc3903dae2d993da6244dc1b06,3AL0_chain_C,3AL0:C,592,1,1,0,0,0,1
849,3dd1c6542556eff1e25b055151e32e409c3cab555db9d4f23628d6296bc562a7,3AM1_chain_A,3AM1:A,260,1,1,0,0,0,1
850,f9fd495dff16cab52ac5256be782b7c1a890de64a63dbb1258177e4ff72dcba0,3B0V_chain_C,3B0V:C,385,1,1,0,0,0,1
851,e1a12ca541eb1f0911edce07bc65f74441a4e4b0608e3121778c64b728ba9c6a,3BBX_chain_U,3BBX:U,103,1,1,0,0,0,1
852,78666b74a7631d61c26f69d743a353db6db6d435d5b1a82ebd706a6b398d6e5a,3BBX_chain_W,3BBX:W,63,1,1,0,0,0,1
853,deb803dd0fcb807ccdcf264fe964b5df9f0f4788d97f45df085dccc9c8f6e98e,3BBX_chain_X,3BBX:X,58,1,1,0,0,0,1
854,e6844e7ce5f72af986df746b607228d17021fbc363608d31685837267064afe9,3BO2_chain_E,3BO2:E,95,1,1,0,0,0,1
855,1a87bd67dc3788f4b8c78712556691468b0053c58d088010fcb367a111b8bce8,3BSB_chain_C,3BSB:C,343,1,1,0,0,0,1
856,e87fc1e1b49a779d7e6fb00e09948861272ef81a64568af79090e1015fd5bdeb,3BSU_chain_E,3BSU:E,53,1,1,0,0,0,1
857,72fe28898f4ecc82bdba3824d9dddc87a94d9f7d0403b0d5adb466f3b3b71316,3BT7_chain_A,3BT7:A,369,1,1,0,0,0,1
858,76162554b97bbe04fb91aa2e8ccd48160e1efe31881683deea9052c74fbdde3d,3CIY_chain_C,3CIY:C,697,1,1,0,0,0,1
859,1c9ef39c2d8fddfdaa68c68bb6e0e11862c157d12a4d66272561042359967823,3CZ3_chain_E,3CZ3:E,70,1,1,0,0,0,1
860,56748f2e29e5ef06bdb16c0ad882dd38b3368c4839754d8f721e04de627044da,3DH3_chain_C,3DH3:C,290,1,1,0,0,0,1
861,b783ebc69db4b1b02425ed6f9be25e8227431daee3de3e80fca5949db3d44843,3EPH_chain_A,3EPH:A,409,1,1,0,0,0,1
862,37ba202134cb952d085ea11939fe6aa5d6ca1ab68464cf14df5e8ac07a2916b5,3FHT_chain_A,3FHT:A,412,1,1,0,0,0,1
863,6404f735c028237a2602669d9a77458181443ddbe035fa99c7e600789f33e598,3FOZ_chain_B,3FOZ:B,316,1,1,0,0,0,1
864,a393cb8e26443a8cd38263bb3f18b424b16b3bca18756a1291381f7992196a5c,3FTE_chain_A,3FTE:A,249,1,1,0,0,0,1
865,af939fb014a45e7e24a0f1226b6a95f89124f29ff150a84522665eaa8eb33ed5,3HJF_chain_A,3HJF:A,685,1,1,0,0,0,1
866,e5c8eed27333eebd2200689e5d8c25832a94df60854a19fe1548bded4ab17fae,3HJW_chain_B,3HJW:B,53,1,1,0,0,0,1
867,54152c5dc1c72824b9046c14d2750ef8edcc2afa37edf7fd88a21d2bf9e4ef34,3HJW_chain_C,3HJW:C,120,1,1,0,0,0,1
868,e66d988237fdfbc86857e2d0d304cb0030cbed237809ff8806a2309c17bf3d97,3HK2_chain_A,3HK2:A,685,1,1,0,0,0,1
869,4dbcac31dd52fe4f8ac3cb84d59aedcc2fdf07d41a7a57f79d641f838a3c80cd,3HL2_chain_B-1,3HL2:B-1,501,1,1,0,0,0,1
870,989a0f5e522198bf6163d85322122082017e62a7f9b8fa958050099b02e128c5,3HTX_chain_A,3HTX:A,950,1,1,0,0,0,1
871,c93fb92881f8595f426ebe2223f573d5d4f2b55913c73c8f621473a90defc216,3I5X_chain_A,3I5X:A,563,1,1,0,0,0,1
872,74de9453d6aa94a88257b22c2754809dfef6bef9be52c5278603d45e69f89fd8,3IAB_chain_A,3IAB:A,166,1,1,0,0,0,1
873,813483062b589776db4abb33118e6ded6fac9a574170f760439fbd68b896667b,3IAB_chain_B,3IAB:B,146,1,1,0,0,0,1
874,75b909bd3c8172c7d090fb5be2dcb4f460dd908659c332c281b0391032723d82,3ICE_chain_A,3ICE:A,456,1,1,0,0,0,1
875,b49d79b317e548a06ff73c46850d37e41a605f8ffbb23337256c9a4006721b84,3ICQ_chain_A,3ICQ:A,980,1,1,0,0,0,1
876,bd6956d7e9d77e075def09f39844edf519aa667dbd56839609a4b041b88c7521,3ICQ_chain_B,3ICQ:B,171,1,1,0,0,0,1
877,2caac3235ede1ab1c6e12cc4c60683682c99ef2dbdd98c805a0b382257e0b3b0,3IEV_chain_A,3IEV:A,308,1,1,0,0,0,1
878,6fa9d5d1fc48ae2a1cb336b52cc70d4d9297e5ac19876e32c98cccee0873a32d,3IVK_chain_A,3IVK:A,213,1,1,0,0,0,1
879,ceca243ab64aed02498a985973d50d5bde0bbc21503b9ead4e112b83bc048012,3IVK_chain_B,3IVK:B,224,1,1,0,0,0,1
880,149f25f8305ea22aca571b9832ca5ed82b07991b98d5cd028c92b54a51759f12,3IWN_chain_C,3IWN:C,91,1,1,0,0,0,1
881,fd4d16e267214b091d3409f50374863e3befe4e15e4fbe6e3e2e4c7608b5ee8e,3IZY_chain_B,3IZY:B,537,1,1,0,0,0,1
882,0c96f44a6996c3f069dbcb11bbfbcc48169dc3825a6098410c9b49af7a79c5b9,3J46_chain_A,3J46:A,440,1,1,0,0,0,1
883,2b5ec25aef1c1d5d018444cdfb4b3a6840e50f6025aafd0c35a4a0cf2b0f17ce,3J46_chain_D,3J46:D,103,1,1,0,0,0,1
884,3cbc63762d9ec7e9559eee68dc29dd3a388403c2cd97a7c0298657bfad52f6a2,3J46_chain_H,3J46:H,100,1,1,0,0,0,1
885,8f11a66f34ffb6986f128781f0547f847ba332e66ded48fabb34f3b343cb1aff,3J9Z_chain_QA,3J9Z:QA,54,1,1,0,0,0,1
886,02a7556da4a341fc8dd502ff663ec4711d4e5193b1efa32b53c1bf1efae6a49a,3J9Z_chain_W,3J9Z:W,129,1,1,0,0,0,1
887,8f1476419f720c66e9257a3f39853cc996054492979afcdc0416ebe5df840c48,3J9Z_chain_WA,3J9Z:WA,178,1,1,0,0,0,1
888,3256b443cd3f41daa42ca9ea2ff8272a43edfbd837030fa90908ba38f7fc652f,3JA1_chain_F,3JA1:F,70,1,1,0,0,0,1
